jet_pt0,jet_pt1,jet_pt2,jet_pt3,jet_eta0,jet_eta1,jet_eta2,jet_eta3,jet_phi0,jet_phi1,jet_phi2,jet_phi3,jet_mass0,jet_mass1,jet_mass2,jet_mass3,jet_btag0,jet_btag1,jet_btag2,jet_btag3,jet_tautag0,jet_tautag1,jet_tautag2,jet_tautag3,missinget_met,missinget_phi
112.283325,81.25262,64.47556,28.42755,2.8074062,1.3614492,2.2494166,1.3898344,-1.3771816,1.9500366,2.263996,-0.8675184,10.254505,9.779354,5.8779974,10.017469,0,0,0,0,0,0,0,0,11.954929,1.4531381
57.61252,49.173244,38.446075,18.911194,1.0665234,0.74071205,-0.36399513,1.7012477,-2.136273,1.0835985,1.3142589,-2.7795446,10.64834,9.251783,10.295816,4.579077,0,0,0,0,0,0,0,0,4.915494,-1.9099282
374.31143,243.57268,183.65552,53.833195,0.19632241,-0.8113423,0.9783757,-1.0969901,-2.1613894,0.41952327,1.877922,-0.4532929,22.896067,21.080648,15.137529,9.714997,0,0,0,0,0,0,0,0,22.909859,2.2871299
300.42795,292.17923,159.39912,151.2931,1.4067888,0.8138166,0.9628983,2.3726792,2.0965762,-0.66689736,1.8225179,-1.9347974,10.126187,39.582626,14.584785,22.483322,0,0,0,0,0,0,0,0,19.717108,-3.0120006
279.74405,221.25249,140.47273,63.828884,0.44968253,-1.2025838,-0.41517246,0.46838662,2.3377547,-1.0124431,-0.92723876,1.833044,50.02695,10.915854,10.0415125,11.814371,1,0,0,2,0,0,0,0,9.286967,-0.7824179
265.42783,222.11055,60.678314,60.087727,1.2722615,1.5416206,2.7346876,1.2608633,0.8510587,-2.4819188,-0.879607,2.4641638,43.177532,13.799071,16.603926,10.584064,0,0,0,0,0,0,0,0,12.5347395,0.33030728
418.90027,231.8249,199.43687,128.46489,-0.38813764,-0.10406544,-0.120305285,-1.9492047,2.5658538,-0.13468124,-0.9532663,-1.4132079,23.92376,24.549253,40.05627,10.38972,0,0,0,0,0,0,0,0,130.7726,2.4443383
86.24625,47.019398,45.063114,40.062954,-0.40740854,0.021532902,-4.15628,1.3898164,1.3932328,-0.42586485,-2.1066113,-1.0260841,10.308384,10.5983305,7.0294447,5.946793,0,0,0,0,0,0,0,0,10.913116,-3.122366
514.0634,379.63693,295.13937,132.4056,-0.51432836,-1.0949885,-0.36772597,-1.7881941,2.9725053,0.80623174,-1.2428622,0.46879426,23.767752,28.413118,10.139255,21.404448,0,0,0,0,0,0,0,0,14.807782,-2.5044518
601.16254,547.7039,527.3603,420.11362,1.3483168,-1.16282,0.7801858,1.18368,2.3965712,-0.9561823,-0.9898134,2.0042667,44.34471,74.3751,10.71317,22.956747,0,0,0,0,0,0,0,0,28.593525,1.7136153
204.07658,154.51286,124.774124,74.204704,-1.1830841,0.15762375,-2.8388147,0.27994108,1.9196084,-1.9414881,-0.17010407,-0.8698652,16.080067,11.043039,14.55896,11.381127,0,0,0,0,0,0,0,0,12.289524,1.0284814
322.1891,220.85587,211.6942,168.77924,-2.0716486,-1.0209202,-0.26101547,-0.9492778,1.7914404,-0.39064503,-2.6469529,-0.9203612,20.138453,28.295183,11.213842,13.402391,0,0,0,0,0,0,0,0,28.489977,2.077823
391.52133,352.7368,246.64584,197.64178,-0.8034232,-0.9533808,-1.7803452,1.3469527,0.2259809,-2.9327352,-1.4897416,1.8356422,44.72679,16.717306,23.538832,26.925375,0,0,0,0,0,0,0,0,6.680979,3.0034726
233.51447,229.08066,221.43686,176.83395,-0.73934954,-0.20347306,-0.43367216,-0.4574344,-2.185247,1.1853317,1.5537791,-1.8518435,44.458103,9.985609,10.815656,18.536856,0,0,0,0,0,0,0,0,9.971524,1.7236481
71.76988,41.59423,40.774933,31.011724,1.7672124,-1.220799,-0.8919951,2.7310917,0.8177055,2.6503308,-0.54876477,-2.8973122,11.78916,8.56925,5.686602,10.018133,0,0,0,0,0,0,0,0,18.237185,-0.33097172
527.9031,394.43332,199.75284,193.17584,1.9805561,-0.24534844,-0.12763686,2.0684671,0.85801154,-2.7162735,-1.3725932,1.3866683,97.172485,10.109487,15.790501,13.267756,0,0,0,0,0,0,0,0,16.979214,1.4117434
538.25934,460.88516,289.38605,75.78141,0.7107653,1.2350866,0.13464305,-0.56232905,1.4908801,-1.1508917,2.9597766,2.860272,27.503336,71.5522,15.366096,11.183454,0,0,0,0,0,0,0,0,219.78165,-1.0983129
469.86026,453.85443,279.78168,247.7659,-0.24454461,0.25450623,0.0945907,0.13441442,-0.8211483,1.7518543,2.3007734,-1.9364324,26.033066,9.945418,9.982621,50.967274,0,0,2,0,0,0,0,0,6.6624174,0.047045343
607.84827,465.86658,146.97806,101.91988,-0.31981945,-1.4369181,-0.715203,0.07920091,-0.9381278,2.3508012,1.9499435,1.8753371,100.82576,41.287865,16.00153,10.320642,0,0,0,0,0,0,0,0,13.367707,1.6436263
259.2439,176.9979,143.36252,32.11708,2.1224735,0.8849315,2.1529822,3.0667675,0.7745779,-2.036203,2.8818204,-0.05598555,34.57406,17.810617,9.958308,6.8644776,0,0,0,0,0,0,0,0,6.384443,2.5916822
195.74907,122.798836,75.77831,66.354385,1.4322665,1.3320583,3.0240252,1.9669499,0.655317,-2.9209118,-0.7864973,-2.1327395,11.145003,20.719442,14.544327,13.634958,0,0,0,0,0,0,0,0,0.48866272,-2.9129407
163.5913,107.60169,93.166275,76.00889,1.2983646,-0.67357904,-0.14231949,0.34327018,-0.906405,2.7765837,1.5396909,-1.1406232,14.029436,15.230488,12.08496,10.34431,0,0,0,0,0,0,0,0,21.513874,-2.9917653
1028.757,868.44635,548.6931,485.44217,-0.12453822,0.008518393,-0.4602458,-0.54533064,-0.29502773,1.4405427,-2.1634672,3.1324658,79.5417,167.44722,34.917557,55.532936,0,0,0,2,0,0,0,0,81.99067,-1.4850883
284.23816,234.72403,55.25284,49.39212,0.17726217,-0.8131562,0.71322596,3.464492,-1.1081011,2.519001,1.6113822,0.21961139,47.937927,10.9500475,5.7032046,7.481632,0,0,0,0,0,0,0,0,11.508562,2.4481332
482.44794,416.20285,179.807,112.80831,-0.028691618,0.015381722,-1.2654904,-0.765011,1.5521376,-1.2595183,-2.9602914,-1.1875522,32.677753,59.97455,25.49676,8.449926,0,0,0,0,0,0,0,0,19.014294,1.4091533
418.64096,264.56607,247.7708,128.41318,-0.8419888,0.2208922,-1.1209242,-1.4900143,-0.7983778,-2.709679,0.9355295,1.3947855,34.492573,59.319412,10.16911,9.992346,0,0,0,0,0,0,0,0,9.28036,1.3696393
861.7422,676.26154,636.00336,368.6651,-0.45852056,1.3528457,-0.3225899,-1.3382123,2.1217892,-0.6943641,-2.55451,-0.16658613,120.92945,41.067406,77.309105,21.619104,0,0,0,0,0,0,0,0,69.73368,-0.62355125
174.44199,139.37102,126.898026,118.8271,1.5420527,-0.075076416,3.291036,2.5368655,-2.751218,2.4498804,0.13680992,-0.3793455,9.983488,9.731953,28.212477,26.172018,0,0,0,0,0,0,0,0,35.053864,0.07487022
439.58853,262.24945,180.73944,61.60195,-0.2873933,-0.28453568,1.3825506,2.5227373,-3.0633302,-0.17639418,-0.2666832,1.7166132,64.32242,50.86807,15.530792,13.989016,0,0,0,0,0,0,0,0,10.693135,0.40345567
345.3536,156.10912,153.14784,141.40329,0.923068,-3.525459,0.63352144,-1.8238887,-0.12140205,1.4984571,-2.3782547,2.884041,28.445864,23.910065,33.99712,9.992149,0,0,0,0,0,0,0,0,4.9842257,-2.8559086
1378.2854,665.33295,557.2652,474.50583,0.77794826,-0.7869676,-0.8553291,1.0885459,0.9452589,-2.5355995,2.662249,-1.4608173,39.546204,54.38043,103.24686,88.23761,0,0,0,0,0,0,0,0,260.99487,-1.9937111
167.4895,152.69995,102.15013,73.23341,0.25757846,-0.09936722,0.08854936,-1.4104085,-1.5856767,2.6044075,-0.6975833,1.6187949,14.748841,14.407052,11.113951,16.055994,0,0,0,0,0,0,0,0,18.397945,1.9786204
397.76025,239.11377,170.8138,105.79653,-1.0302274,0.27088854,-1.812547,-1.2807654,1.485705,-2.0027626,-0.12201765,-2.534726,45.07931,13.879379,10.15893,13.106992,0,0,0,0,0,0,0,0,36.58401,-1.8782246
530.71,518.1996,407.58273,88.76489,2.0108101,-0.6072026,-0.5916548,1.5059396,-1.943667,2.172552,0.06593185,0.46586326,109.2654,9.737077,27.651613,7.668607,0,0,0,0,0,0,0,0,31.954134,1.3995434
577.6162,503.23596,180.82193,126.53946,-0.014604959,-0.6842643,0.09516698,0.48900518,-2.5900776,0.030353453,1.330214,-2.64773,48.28603,45.523354,13.35069,10.42293,0,0,0,0,0,0,0,0,22.186642,1.2946618
279.56985,228.52621,102.394325,83.33897,-1.3988546,-2.0665343,-2.3912132,-2.188736,1.875738,-1.8374898,-1.255626,0.34244388,28.509823,28.77299,19.860949,15.03635,0,0,0,0,0,0,0,0,2.3572419,-1.1593642
995.39453,604.295,225.00069,64.231224,1.1148021,1.0590508,-0.7263261,1.9866793,-2.8207457,0.27642238,0.73810244,0.23372628,87.385765,44.283157,18.149336,10.262432,0,0,0,0,0,0,0,0,11.728556,0.60783136
157.21341,96.81802,70.93558,60.567142,-2.0156553,-2.325261,-2.224293,-1.8876331,-1.6893741,2.0652103,0.83226705,0.20446637,10.092624,15.739986,8.527244,5.737436,0,0,0,0,0,0,0,0,6.3630915,-2.8014529
264.18195,141.84236,120.71351,96.9964,0.46246028,-0.3124549,-1.8229563,2.5092182,2.860766,-1.4201554,0.8718585,-1.6833658,24.037903,14.448252,6.8327184,18.147203,0,0,0,0,0,0,1,0,24.98997,1.1416394
1151.5602,663.9833,463.3217,121.01188,1.1864002,0.6703794,1.8819085,1.4404553,1.6598742,-1.3920765,-1.6223577,-1.848336,36.86597,107.405334,9.749903,10.023,0,0,0,0,0,0,0,0,43.61327,1.5158503
130.60764,108.87996,88.61791,55.0401,1.7548057,1.2216238,0.8139711,1.7303022,1.1319958,-3.0566795,-0.44394276,-2.6658092,11.36636,17.90455,9.202422,11.774673,0,0,0,0,0,0,0,0,3.405392,1.4702601
835.9833,596.32556,190.35735,116.52505,0.62768215,-1.2319697,-1.5345901,2.695906,1.6165155,-1.2142452,-2.0295908,-2.514143,23.586956,122.26082,30.44898,22.175486,0,0,0,0,0,0,0,0,17.976706,-1.0866691
411.48343,294.3395,184.53267,172.83643,-1.818132,-0.6641709,-1.1903309,0.27023473,-1.2582815,1.5061533,-2.6878464,1.3782471,17.929335,61.722286,24.589628,13.406243,0,0,0,0,0,0,0,0,6.003043,2.0323617
596.7996,486.9808,96.43661,32.256397,-0.3966993,-0.4720238,-0.06324912,-2.035334,0.6004731,-2.5617516,-2.4735546,-2.3181384,88.696724,12.433803,10.118609,7.078477,0,0,0,0,0,0,0,0,11.219714,-2.7507234
418.12274,333.973,261.88562,210.66933,0.5218907,-0.01196896,1.3268181,-0.5275511,-0.2273662,-2.8267088,1.0461671,-2.7871356,77.28727,23.268335,57.22349,10.303244,0,0,0,0,0,0,0,0,59.762547,-2.939063
344.2042,276.59406,79.96999,61.25124,0.03849143,0.24621344,1.3854545,0.05081756,-1.6869075,1.8857316,1.2997731,1.1075617,29.451235,29.864908,10.460949,10.325352,2,0,0,0,0,0,0,0,4.0796113,3.055735
137.73294,98.49995,53.978085,27.808504,-2.9127734,-2.3728197,-1.8132274,-3.1544693,1.3922292,-2.4026167,-1.3276839,-0.34723443,10.636628,11.195519,11.346644,10.191457,0,0,0,0,0,0,0,0,1.6431415,-1.2285001
936.5282,521.8095,287.01328,240.7146,-0.6074923,0.48899865,1.2546397,1.0928682,2.5207458,-0.7832643,-1.3613906,0.83005196,73.99941,59.187885,39.8994,22.224152,0,0,0,0,0,0,0,0,262.66595,-0.74711597
594.5179,495.55008,477.03528,168.21744,0.5051368,-1.2313962,-0.82652324,0.10154839,2.8230567,-1.1559136,0.95172703,1.7010478,48.54901,57.422714,40.939144,10.253722,0,0,0,0,0,0,0,0,10.095968,1.5689926
561.84174,365.96347,223.54062,115.60428,0.22843532,-0.858335,-1.932252,1.0460253,-2.2077706,0.5290772,1.6400541,1.2039554,39.820274,10.100003,22.799932,14.03142,2,0,1,0,0,0,0,0,83.31005,-2.3555365
677.4746,363.05328,125.69558,116.21325,0.6897694,-0.8248627,2.216751,-0.9578677,-2.9227674,0.37421927,0.3318196,-0.12662122,104.39278,47.534615,11.957831,11.890328,0,0,0,0,0,0,0,0,6.2779226,0.24967887
317.3422,274.16876,189.81096,116.73774,-0.7979843,1.7484707,1.6601937,1.0292856,0.67809725,-3.0527225,-1.1005541,-1.0444684,18.42751,35.993008,10.257717,10.053636,0,2,0,2,0,0,0,0,2.7579648,3.110335
171.66106,152.07246,93.89777,53.295853,0.47537845,-0.45693076,-0.04920819,0.43670836,0.008657485,3.1355393,-0.7218065,2.3457785,14.05952,17.89489,10.570447,5.604513,0,0,0,0,0,0,0,0,14.912111,2.5995896
729.7132,679.46246,293.0855,241.50143,-0.2177494,0.32302526,-0.012548314,-0.96167344,-3.0383523,-0.21043532,0.049568724,1.7233729,67.85841,71.34483,20.24277,10.148069,1,0,0,0,0,0,0,0,45.972992,-3.0439773
496.18774,462.46,327.54062,41.66024,-1.4106345,0.18597984,-1.6756495,-2.2200341,3.0939171,0.65906465,-1.0732224,2.4921575,47.08487,29.902912,29.836071,7.1782966,0,0,0,0,0,0,0,0,23.730925,-1.2422583
470.1636,349.47104,81.01314,75.20113,0.74348235,1.4652027,2.659199,-0.6119502,-1.5629067,1.3362434,2.97997,0.82823676,10.294559,35.03795,7.129246,10.592436,0,0,0,0,0,0,0,0,14.984851,-1.6640062
103.84017,52.16326,47.394978,46.275196,1.3322774,2.5794387,0.95646274,0.011576194,0.65870786,-0.2599383,-2.7709277,2.3939114,10.731697,11.963503,6.511068,11.71193,0,0,0,0,0,0,0,0,5.297033,-1.2559615
1355.5203,1009.72565,551.9711,63.63495,0.37687096,-0.7137842,-0.12364403,-0.29894257,-2.5798965,1.0285301,-0.46140498,-0.98518974,47.23528,79.13816,24.105797,8.311041,0,1,0,0,0,0,0,0,28.226864,0.4657668
580.02484,491.00952,278.52887,133.34624,0.8203568,-1.7190598,1.8565447,1.4566802,-2.0009358,2.1442165,0.33919314,0.1709442,10.143258,30.57835,18.090712,18.05544,0,0,0,0,0,0,0,0,8.8062525,-1.1764454
256.80988,254.47418,92.35951,72.178406,0.34814844,-0.8342165,1.0196432,-1.2356515,-0.430719,2.706845,-0.9727037,1.8164287,15.809459,23.317568,15.035236,12.530398,0,0,0,0,0,0,0,0,7.5194983,-0.051379856
230.21564,178.54205,158.23898,119.280594,-0.7661164,-1.0211002,-0.034864563,0.15999098,2.8356705,0.02264558,-1.2787801,2.8594596,33.097733,20.068802,21.493958,10.156583,0,1,0,0,0,0,0,0,38.95382,0.16090536
587.4049,290.39246,218.088,128.41336,-1.0027407,-0.12774388,-1.6286072,-1.6025593,-1.7967583,1.7939892,1.5222409,0.7183846,98.86861,24.709032,18.99143,13.006006,0,0,0,0,0,0,0,0,5.101212,-1.4718306
442.79074,332.05475,175.89476,105.73945,0.89805996,0.6845543,0.34178025,0.07779571,2.2555537,-0.52993685,-0.76879835,-2.3489592,80.20555,10.231595,10.384782,16.112848,0,0,0,0,0,0,0,0,8.026144,3.0076396
463.83365,368.75732,184.4129,97.7608,-0.6816097,0.21019155,0.07145423,-2.1084242,1.5181876,-2.064195,-1.3067563,-0.58093905,75.241394,79.93164,13.308164,11.24937,0,0,0,0,0,0,0,0,4.4829392,-2.004695
703.5529,437.57996,238.01228,187.5165,-1.5471524,-1.9622494,-0.662854,-0.14585976,-1.7173116,0.9813742,2.343711,2.3992262,137.78554,58.95729,37.863285,11.454055,0,0,0,0,0,0,0,0,19.114788,-0.76326704
540.64087,268.89584,250.75685,97.66711,-0.89985234,-1.7891434,0.830888,0.93618697,0.44706243,2.9669614,-1.8524169,-2.442192,59.303978,23.882498,10.204258,9.996011,0,0,0,0,0,0,0,0,5.5343313,2.602012
367.87344,190.6739,100.77672,33.260044,-0.4408265,-1.3796865,-1.0012754,-1.1932629,0.21139276,-3.0450566,-2.8535962,-0.08572078,16.364273,19.165022,12.222816,10.558558,0,0,0,0,0,0,0,0,89.21368,-2.8055868
100.18143,56.843742,56.688557,43.218056,2.2266514,2.4972422,3.175207,2.202579,1.44547,-1.4291552,-2.4681122,0.88110286,11.067711,10.202599,10.2036705,10.516251,0,0,0,0,0,0,0,0,2.4241738,2.1145434
190.13893,130.11554,121.17871,109.213005,-0.6636314,0.3267137,0.51851684,-2.2558692,1.0318418,-0.9671959,2.8834016,-0.9822384,10.037753,18.807463,15.844531,6.0530276,0,0,0,0,0,0,0,0,13.400396,0.9863632
595.7493,477.40366,183.35652,25.710142,0.11997424,0.42800045,0.83906245,-0.48016363,-2.5584714,0.31279564,1.3237851,1.0705396,43.70127,10.9692135,33.254967,10.322467,0,0,0,0,0,0,0,0,29.850267,-2.9424446
488.59598,262.83405,172.52063,51.646595,-0.41824174,0.8583695,-1.391459,1.304983,0.8309249,-1.8786966,3.0000012,-2.40912,13.049922,36.929928,13.008161,12.035028,0,0,2,0,0,0,0,0,14.360924,-1.9957248
403.9848,337.2213,50.10746,34.86442,-0.25097978,-0.5566018,-0.8982034,1.3383535,1.9775789,-1.1997094,0.6420616,-2.2054646,10.555347,31.594572,21.880003,5.298644,0,0,0,0,0,0,0,0,19.595963,-1.4206288
199.80083,149.63336,50.813774,27.732893,0.7026973,-0.18643956,1.8096085,1.7181368,0.5910141,-2.7016954,-1.8698969,2.5670257,19.927608,12.040906,11.373316,6.442221,0,0,0,0,0,0,0,0,39.57611,0.35375398
327.73032,229.1619,185.50204,148.01762,-0.35785964,-1.5947262,-0.14586666,-0.79956925,2.3563478,-1.5055492,-0.177497,2.879701,18.200508,28.765425,17.758581,11.768482,0,0,0,0,0,0,0,0,19.752712,2.2467592
308.86438,258.41684,117.10967,53.095375,-2.133178,-0.09262497,0.5233839,-2.8421137,1.0146837,-2.4178298,-2.2633047,0.08648242,21.754566,10.19031,10.120565,6.8163643,0,0,0,1,0,0,0,0,5.529757,-0.9970847
260.99374,219.15508,148.608,65.886856,1.3965296,-0.4882442,-0.9339211,-1.0822196,2.6142478,-1.4169561,0.3219588,-0.66589093,17.87047,15.612124,13.460432,10.463451,0,0,0,0,0,0,0,0,6.00439,2.637798
144.79697,134.17159,28.031132,21.899487,0.38091156,0.8583937,1.7959045,-0.2787938,0.07916786,-3.1319768,1.266672,-1.5623255,10.440192,11.20702,3.3546367,10.093925,0,0,0,0,0,0,0,0,10.391706,3.0722413
96.45777,88.79473,86.2229,53.739998,-0.32770124,-0.35994515,0.7238576,1.3013583,2.412557,-0.4055191,2.6478388,-1.006334,9.997782,24.584732,10.364204,7.8323646,0,0,0,0,0,0,0,0,2.3749907,-0.22042598
265.40695,252.62245,241.0137,234.20842,-0.4688415,2.4248862,-0.8574758,-0.66447157,0.78082573,-2.460433,3.1198971,0.093870044,10.588011,31.157854,22.063509,9.977613,0,0,0,0,0,0,0,0,15.875055,2.613318
1162.5044,1149.6667,319.64996,169.12999,-0.097877786,0.51202244,-0.91945285,0.4634357,0.54213864,-2.3098507,2.55465,0.72049534,72.28191,97.49908,21.529793,22.45431,0,0,0,0,0,0,0,0,25.62574,1.8944544
183.81454,179.01312,86.996925,82.65425,-0.120527804,0.31040606,-0.09098771,-0.5238237,-1.8424655,1.1686723,0.42134297,2.1097026,21.279078,13.082584,13.286835,17.119436,0,0,0,0,0,0,0,0,142.86162,-1.8219433
340.07794,266.9069,200.26038,183.73051,0.130823,0.03920443,0.34427884,0.065059654,2.4767718,0.02116023,-1.0391291,-2.486138,43.84223,28.0048,11.566988,19.799065,0,0,0,0,0,0,0,0,1.5571746,-2.4134686
455.39743,365.01895,240.01866,134.53908,0.9742985,-1.0570562,0.3399465,1.0939904,1.9093568,-0.382792,-1.57736,-2.3425372,10.353185,45.607258,22.946981,14.581898,0,0,0,0,0,0,0,0,23.047565,0.18699135
857.60284,854.95013,220.95387,215.95988,1.2506689,-0.7261067,1.6978831,0.80730087,2.2549436,-0.46972492,-2.532866,-2.3073664,97.971825,128.0325,32.784283,18.851997,0,0,0,0,0,0,0,0,73.17961,-0.5265539
613.8237,608.12494,142.84645,135.63614,-0.09431304,0.13561054,1.120022,1.1537825,-1.5119606,1.1495227,-2.9026394,2.2106597,135.0199,103.16875,18.255098,20.295462,0,0,0,2,0,0,0,0,7.078606,2.041378
899.18524,642.4081,186.13599,75.40971,0.06759038,0.069179945,1.7649888,-0.5320595,-2.6908667,0.56821454,0.2195156,0.7947595,69.56392,59.26651,10.108544,13.091547,0,0,0,0,0,0,0,0,6.075961,-0.39183185
360.14682,324.24335,251.63634,71.09915,-0.59787834,0.4914401,0.052021798,0.12831941,-0.72119886,-2.969598,1.1485502,2.8008225,49.586483,11.326875,26.649158,10.013946,0,0,0,0,0,0,0,0,7.3998203,-2.1612146
546.95984,348.28134,339.4065,39.697628,0.840578,1.261332,1.5853943,1.2585179,2.7744308,-0.9358989,0.1505598,2.9132962,17.0725,26.125034,26.59658,10.177277,0,0,0,0,0,0,0,0,2.0719295,1.5229762
317.34985,217.51723,212.52371,204.7711,-1.998222,0.44095755,-1.1330513,0.9152797,2.9408982,0.37167907,-1.1286615,0.5796374,24.79197,17.35111,28.002432,12.709761,0,0,0,0,0,0,0,0,32.879204,2.9409869
614.9598,388.41504,253.64134,122.498085,-0.69419223,0.25597692,0.60439485,-0.05080545,-0.763301,1.7843598,2.0125532,-2.5451946,51.22856,44.796024,10.866327,24.359592,0,0,0,0,0,0,0,0,5.4550853,2.6578574
444.49463,443.31284,260.35394,114.8885,0.435964,0.04269591,0.26445523,-0.32833335,-1.5232404,2.1235049,0.31286412,-2.224427,9.921486,56.163876,58.643307,19.02746,0,0,0,0,0,0,0,0,47.590664,2.129633
1066.1315,625.3119,434.33636,271.55194,0.39117524,-0.34476665,0.46855256,1.7206138,1.2790697,-1.8338768,-2.4222326,-1.1217989,42.55964,9.42011,68.97786,25.968462,0,0,0,0,0,0,0,0,105.04619,1.1411659
742.12036,677.4852,114.74163,78.11202,-0.48055995,0.34880012,-2.2229311,-0.058016427,-0.534851,2.7475483,-2.4382231,1.4154662,116.33454,59.464436,30.1097,14.544884,0,0,0,0,0,0,0,0,27.81202,-0.8519461
445.19135,392.27142,293.76614,127.45844,1.1192701,0.8391731,-0.60037017,-1.5362524,-1.828391,0.073792346,2.083977,1.3364803,34.240986,13.226663,27.802961,20.270672,0,0,0,0,0,0,0,0,14.811602,-0.5709027
314.01776,313.19977,58.75005,56.48151,-0.96845454,0.4130888,-0.9709471,0.48097745,-0.6814309,2.8356206,0.30006403,1.4741987,34.82014,20.190378,10.4108095,13.265604,0,0,0,0,0,0,0,0,24.978214,-1.0106437
289.5484,116.30417,80.2731,78.563156,-2.2947938,-0.4114367,-0.0866916,2.9018967,-0.8099881,2.7030683,-3.1085038,0.27451658,11.555224,25.233143,10.963796,12.155686,0,0,0,0,0,0,0,0,26.690432,-0.66632754
344.11993,233.11578,155.86256,81.343506,0.2642898,-1.4500632,2.1036875,0.7904617,-2.6972876,-0.40417767,0.71624374,1.0876607,51.972214,11.959369,33.786064,7.8743105,0,0,0,0,0,0,0,0,2.977788,-1.6442842
219.08946,143.31671,142.46121,83.59132,-0.7762616,-0.3522406,0.23803923,0.41161832,-2.4385395,1.0510548,0.8035206,0.2308389,26.749584,10.387568,13.067741,12.178231,0,0,0,0,0,0,0,0,123.66917,-2.3984234
61.489452,53.932507,44.764233,39.725254,-0.15866579,-0.20988375,-2.8668897,-4.2280145,1.0245161,-2.772923,0.20997384,-1.951595,11.546546,5.144894,10.112162,5.5430946,0,0,0,0,0,0,0,0,7.5761194,2.6268904
513.26746,444.14716,383.43536,159.39505,0.08384382,0.15238363,0.027048456,0.6550346,-1.3462155,1.0861197,2.5879426,-1.0143198,49.639645,63.01624,64.94876,13.497264,0,0,0,0,0,0,0,0,47.01869,2.7793243
1275.154,1030.3547,194.91437,150.43703,0.18294196,0.13972867,1.8060759,-0.6696951,-2.3065083,0.85596305,1.6024408,-0.87910134,107.940056,90.32623,17.09961,17.785065,0,0,0,0,0,0,0,0,43.965847,-2.0509372
633.681,474.71835,92.198555,77.784904,0.68942153,0.25366703,2.5815217,-2.9156468,1.911594,-1.1986268,-1.9076415,0.4501829,82.94966,69.1705,10.111497,9.999442,0,0,0,0,0,0,0,0,22.349543,-1.357162
168.93275,116.555984,60.161743,37.910458,0.9316381,0.5270777,2.775704,-0.7687838,-1.0588994,3.1026397,1.4690053,0.9268907,12.038561,13.605723,12.053136,7.803438,0,0,0,0,0,0,0,0,14.961907,1.8034369
940.72943,844.91486,111.55774,85.68145,-0.9109747,0.74594,-1.7647877,-0.248792,2.317083,-0.54327935,-1.4594069,-2.334313,65.0069,57.661087,18.772379,12.822705,0,0,0,0,0,0,0,0,9.272472,2.964474
52.35287,41.157288,37.3655,19.639582,-1.490435,0.44880533,-0.34751153,-4.178577,1.886772,-2.3829734,0.057612598,-0.9052364,4.86322,11.879213,5.685226,3.1981297,0,0,0,0,0,0,0,0,12.986188,2.5996454
139.02321,105.52085,92.960724,68.62466,-0.26017177,-1.4298809,-2.3812137,-2.7642672,-2.1638987,0.98302764,0.7052469,-2.053059,10.086098,9.609462,14.556847,9.657998,0,0,0,0,0,0,0,0,1.2048532,2.2675343
355.5438,309.27463,207.1927,190.3739,1.92743,-0.42814058,-0.5595936,2.8779135,-0.76917934,2.3422945,1.1603786,-2.2248795,30.819622,21.369955,27.676775,11.009485,0,0,3,0,0,0,0,0,41.778183,1.5150945
363.99,342.2788,150.71387,30.72106,-0.6978463,-0.63935196,-1.8076727,-1.483281,2.495019,-0.54731756,2.6517167,-0.71579444,72.66914,25.857481,22.283215,6.4756303,0,0,0,0,0,0,0,0,95.418015,-0.45471752
910.0108,499.73282,393.41772,267.63586,-1.3101456,-1.7488716,-0.6279413,0.4007646,-2.3309715,-0.075577825,1.4153023,1.6763744,139.49327,32.90771,41.038284,61.771133,0,0,0,0,0,0,0,0,47.376583,2.746891
259.6367,213.18842,177.5468,145.28026,-0.35383794,1.1812298,-1.2517016,-1.4832988,-1.2876363,-0.2235577,2.838689,2.333972,11.593522,9.6846075,18.272007,8.425985,0,0,0,0,0,0,0,0,37.10615,0.39645052
89.19116,79.76507,67.55463,44.24901,0.9212471,-1.597416,0.3636474,-0.24209224,-0.8151181,1.555347,1.6202272,-2.2213058,10.351821,11.9837055,10.900141,11.402304,0,0,0,0,0,0,0,0,11.762872,-2.7609546
1021.0678,932.6285,679.135,101.39161,-0.8657453,0.745675,-1.1451405,0.03927425,0.7820639,-3.0083942,-1.5411726,0.9153847,45.316807,31.508312,88.19521,22.118681,0,0,0,0,0,0,0,0,104.10496,0.81594944
201.35583,148.42418,109.89581,28.347582,2.1199417,1.2370692,1.5902587,1.8588226,0.30180526,3.0139198,-2.6074002,-0.2250147,14.38827,12.024122,13.659347,4.107759,0,0,0,0,0,0,0,0,7.1411266,-0.53006107
264.19925,202.14291,166.45131,85.05013,-0.013665857,-1.1639824,-1.7380984,-0.96560615,-1.9924089,1.5180897,1.0001547,-2.0141306,19.019072,12.625378,14.069033,10.947069,0,0,0,0,0,0,0,0,6.301943,0.22379544
522.4979,477.59256,375.03064,79.535995,-1.9638548,0.038032483,0.6546549,-0.08800216,-2.4721074,1.1780088,-0.43016452,1.5886904,49.414616,21.783737,37.02788,10.449242,0,0,0,0,0,0,0,0,69.39181,-2.6932218
135.61107,104.60059,49.32891,37.555717,0.17663415,-0.49617967,-4.3196325,0.66280097,1.7013949,-1.2206446,-1.3694293,-1.9796466,20.174915,10.401789,3.4627848,5.4175096,0,0,0,0,0,0,0,0,8.675308,0.29328373
