jet_pt0,jet_pt1,jet_pt2,jet_pt3,jet_eta0,jet_eta1,jet_eta2,jet_eta3,jet_phi0,jet_phi1,jet_phi2,jet_phi3,jet_mass0,jet_mass1,jet_mass2,jet_mass3,jet_btag0,jet_btag1,jet_btag2,jet_btag3,jet_tautag0,jet_tautag1,jet_tautag2,jet_tautag3,missinget_met,missinget_phi
171.67603,167.48189,131.28577,84.364845,-0.06256185,-0.056302465,0.5943526,-0.36457604,-0.974946,2.276959,-2.8357503,-0.07959376,26.811684,22.511213,19.21382,15.047813,0,0,0,0,0,0,0,0,13.480514,3.0144734
125.78534,120.74108,109.71095,87.54443,-2.5900118,0.9361028,1.3794149,2.7208805,-0.16928762,1.1376878,-2.2110736,3.113812,25.159498,10.860292,14.840157,14.573716,0,0,0,0,0,0,0,0,3.594216,0.9030756
76.32064,39.014755,37.427036,21.203255,-1.1662296,-0.5352264,-1.575744,-3.6343744,-2.3931377,1.0645281,1.2255747,-0.89867395,11.248077,10.643368,4.3928976,6.526984,0,0,0,0,0,0,0,0,6.865174,0.43386957
54.49284,38.29463,33.628616,4.821045,-0.7386314,0.19578883,-0.25563243,-3.7577899,-0.92757773,1.461965,2.9046926,0.17757767,8.317855,9.999302,8.073604,9.999977,0,0,0,0,0,0,0,0,3.2879112,0.113224015
602.99115,354.59326,139.85164,15.64012,1.4851565,-0.8815347,0.95812625,4.617882,-2.5040722,0.5141459,0.9902928,0.30046245,38.965622,52.03666,11.174143,3.6511977,0,0,0,0,0,0,0,0,73.19634,0.6128566
140.05182,105.23991,76.166,23.3993,-0.42473975,0.51057434,1.0827669,2.3839703,-1.8829694,0.96082735,2.0169082,-1.148015,11.216003,20.279902,11.524571,3.0495028,0,0,0,0,0,0,0,0,7.2045674,-2.3620822
731.15485,386.3609,224.32195,106.87351,1.2681819,-0.21016814,1.9344221,0.5032075,0.12962478,-2.884889,-2.8371043,0.2369995,47.5688,38.54702,10.891966,10.852313,0,0,0,0,0,0,0,0,34.975662,-2.918794
165.33574,106.35813,91.78151,66.13491,0.69311905,1.47452,-1.0225719,2.8680189,2.9747152,-0.39765668,2.2367449,-0.030150652,9.97634,13.581578,10.961337,4.924847,0,0,0,0,0,0,0,0,25.277048,-0.32095638
764.7026,513.68396,310.70624,255.97429,-0.9017226,-0.4101296,0.21962507,0.80244356,1.1031334,-1.6868706,-1.4584333,2.2585297,112.65648,67.67997,63.42711,39.862976,0,0,0,0,0,0,0,0,20.061247,-1.6339332
1091.358,904.33167,443.18414,93.10712,-0.07447066,0.492255,-0.09081448,1.0140389,1.2141412,-2.0323699,-1.1887401,1.7604251,98.221146,83.78616,76.74781,10.917486,0,0,0,0,0,0,0,0,27.57256,0.90125626
397.83932,219.23764,79.34196,53.46606,-0.38444242,-1.4488151,-0.13936143,-0.13329317,2.941867,-0.20254937,-0.052951433,-2.5049071,9.831913,12.506081,11.247269,9.999652,0,0,1,0,0,0,0,0,51.55701,-0.01407664
547.5941,503.10614,200.90549,170.34558,0.07733892,1.4014887,0.69214135,0.56163645,3.133808,-0.6798478,1.0766125,0.55028254,58.461983,56.398945,10.752848,10.095386,0,0,0,0,0,0,0,0,8.0545435,-0.6239578
571.6084,511.41037,275.12213,140.6422,0.9375984,-0.27539635,0.5813522,-0.04704151,-2.747484,0.34114924,-0.25953507,2.725694,30.031916,27.051313,30.317509,13.367713,0,0,0,0,0,0,0,0,8.666615,-2.0505688
372.47464,214.90947,113.50036,89.37044,1.6055783,-0.42028472,-0.86052114,3.3025784,0.36313903,-3.0940676,3.100806,-0.6972758,21.04565,27.750374,13.773341,12.525572,0,0,0,0,0,0,0,0,14.974349,2.6604888
833.89404,615.9396,186.71861,86.8685,0.8590748,-0.48088005,-1.311112,-1.13397,-2.461231,0.85389,0.1492311,0.7620293,27.113039,73.94214,16.012064,16.186663,0,0,0,0,0,0,0,0,35.105213,-2.4731507
101.15946,59.769592,46.872566,17.83529,1.8915718,1.4649738,-0.6586677,1.9597911,0.08444451,-2.706224,2.3910413,1.6163555,12.259309,8.693439,10.271348,10.23115,0,0,0,0,0,0,0,0,16.715649,0.20921324
220.04022,184.74374,168.77156,159.3285,2.359354,-0.89785904,-0.49067518,-1.9676621,2.4180138,-1.0638411,-2.0546331,1.2270445,9.9552145,23.987404,16.076878,10.647029,0,0,0,0,0,0,0,0,3.2575514,1.0604181
2115.533,2106.2825,24.852663,16.155653,0.31291586,0.44435936,-3.4098232,1.1563723,-1.0688769,2.0663376,-2.4393458,1.4669436,130.09514,429.10486,5.898979,2.280606,0,0,0,0,0,0,0,0,35.55421,2.2464793
249.54161,221.65312,33.442337,28.168074,-2.649795,-0.24009189,0.7239475,-3.2946835,-1.1664001,1.8261043,1.7770615,-2.1988702,10.109163,26.005869,5.452101,10.259685,0,0,0,0,0,0,0,0,2.9585266,-3.025639
877.87537,709.71344,374.51093,249.52116,0.35715395,-0.3990273,0.7968747,-1.572474,-0.25105312,3.0578675,-1.675899,2.0323553,28.754852,10.11151,56.542366,33.050194,0,0,0,0,0,0,0,0,64.85699,2.585255
223.58537,150.76955,115.11865,51.324177,-2.0644898,-2.1306233,-1.7075016,-1.0946271,0.57048345,-2.1018376,3.0448456,1.256904,27.132257,17.457788,10.03342,11.817719,0,0,0,0,0,0,0,0,51.52012,0.5254558
375.9595,186.115,126.02848,125.3135,0.046419423,-0.062188797,-0.51730436,0.10130811,-0.752218,1.7317269,3.0173168,2.3768578,21.583265,27.546339,19.876383,14.453219,0,0,0,0,0,0,0,0,35.974293,-2.9824731
605.82117,273.39075,194.64626,49.39431,-0.32495904,-0.1251814,-0.41836846,-0.70078576,2.4871805,-0.852795,-0.5508235,-1.0515685,10.150706,31.635208,25.279665,9.87266,0,0,0,0,0,0,0,0,15.9844265,-1.1770703
708.13104,452.51175,305.20078,148.16571,-0.06126017,-0.08175957,-0.0806665,-0.36390036,-1.8127478,0.8124081,1.9335866,2.3757448,71.53171,72.92568,18.50825,10.554475,0,0,0,0,0,0,0,0,27.1102,0.64381915
332.52643,289.13947,285.50613,145.36067,-0.019178547,-0.86337477,-1.4754609,3.2510319,0.6070603,2.5356069,-1.4899902,-2.4935234,45.815765,11.397265,38.51911,16.460913,0,0,0,0,0,0,0,0,18.593515,-2.2150383
998.56775,792.3916,116.653076,38.204006,0.16234857,-0.05161219,1.2348046,1.3041399,2.5481062,-0.564157,-0.28896588,-1.65874,98.19,37.96411,17.78688,7.5651183,0,0,0,0,0,0,0,0,12.299958,1.8728584
1148.2183,720.52985,172.92418,166.82597,0.38493553,1.3175575,0.7330189,-0.2999517,-1.8606001,1.0939648,1.4382299,1.8615304,172.00531,51.08182,33.351856,12.689158,0,0,0,0,0,0,0,0,44.700325,-1.5918449
469.302,344.7449,169.27081,45.232147,1.4670871,0.5510201,0.5282035,0.8844411,1.4216601,-1.9705483,-1.4636043,1.2191093,19.785883,41.66492,7.661543,10.2645235,0,0,0,0,0,0,0,0,5.194449,-3.0837119
227.22462,207.1062,131.01535,94.64516,0.03401052,-1.4409837,-1.9881966,-1.767556,-0.23709458,2.6097257,-2.284693,-1.5555636,23.59061,48.343777,10.757927,10.205682,0,0,0,0,0,0,0,0,16.843262,2.2203784
638.45044,469.41016,97.327,84.818825,-0.3348162,-1.4274496,1.209884,1.7984989,0.5255467,-2.8836215,-1.5660517,-1.9917053,9.833449,36.834267,14.4299965,16.922995,0,0,0,0,0,0,0,0,19.000086,1.0138897
442.68668,287.0568,246.72224,227.86243,-0.56618816,0.5772621,1.6341333,1.1227026,-2.8871238,2.0417364,-0.24637651,-0.041117765,85.27818,11.28613,23.083487,20.486958,0,0,0,0,0,0,0,0,5.1827965,0.39985394
196.6917,170.8217,110.15572,24.973755,0.7600307,1.740069,-0.03333933,3.608644,2.3099391,-0.2035968,-2.2325997,0.8613114,16.336285,16.326588,20.710958,4.460904,0,0,0,0,0,0,0,0,5.694477,0.16825296
542.6852,448.19913,235.49054,208.96437,0.38255197,0.78199875,0.8783595,-0.76708484,1.9320937,-0.11068526,-1.6715477,-2.5833957,91.63664,36.0983,36.480663,36.626778,0,0,0,0,0,0,0,0,53.5155,-1.1731404
1096.1057,597.18494,363.68863,245.24396,-0.21605597,1.0062696,0.026854688,-0.3044669,3.1126974,-0.19461954,-0.24750532,0.65189046,67.42691,101.063675,23.693298,24.396866,0,0,0,0,0,0,0,0,52.791656,0.70600325
386.2577,199.93684,118.258,87.37229,0.6045752,-0.14057618,-0.16482045,-2.3923259,3.10514,-0.29010305,-0.97938377,0.26267943,33.785103,10.309315,9.995666,15.712821,0,0,0,0,0,0,0,0,14.235899,0.6185462
241.33142,179.54938,107.04387,58.042217,-1.9970824,-0.20909151,-2.2615988,-0.64887244,0.42627814,-3.0130734,-1.3128794,2.524666,26.104813,16.10172,8.159612,12.226009,2,0,0,0,0,0,0,0,8.436799,-0.3816265
732.5958,322.2418,316.74716,115.820435,0.83810574,0.4115297,0.7459466,0.93301105,-2.5507958,1.02728,-0.022475429,1.0036715,92.636826,65.98353,59.168064,26.208408,0,2,0,3,0,0,0,0,49.376827,-0.32391813
131.65253,108.38545,64.29224,38.37092,-0.37758455,-2.6886623,-1.8329566,0.19534051,2.6600668,-0.7541728,0.10204268,2.9661558,12.683657,10.007118,10.170983,5.5712175,0,0,0,0,0,0,0,0,1.9814993,2.4892495
288.43436,232.3593,103.19204,92.84491,0.4189056,-1.8180021,0.21789318,0.05381825,-2.4747431,0.25812477,1.5756555,2.6194887,23.246927,37.310467,10.838896,11.4726925,0,0,0,0,0,0,0,0,67.48701,0.3390375
116.67747,88.16516,43.097282,27.654293,-2.5210273,-0.33215225,0.7553702,-2.7697587,0.06514647,-2.9724245,-2.6357367,2.2252183,11.984024,10.365381,9.999662,7.159365,0,0,2,0,0,0,0,0,13.929924,-0.12666397
181.09839,97.04137,74.8626,62.56777,-0.5572145,-0.8904469,1.4467696,-1.9675956,-0.23270741,2.3374364,-1.5851927,3.1342793,17.83927,10.480402,14.264497,10.596689,2,0,0,0,0,0,0,0,5.5565395,2.7173126
371.19714,157.72473,130.71005,128.90895,-1.3860741,0.5555296,-0.073261924,-0.38232398,-2.4826832,0.77444524,0.5023354,-0.25022557,25.538488,24.350574,11.821017,11.051242,0,0,0,0,0,0,0,0,9.445001,-1.8254282
536.91077,456.51935,131.43839,104.27575,-0.9595851,-0.17838946,1.0503092,-1.5422747,0.092747025,-3.1294587,-1.5645335,0.8326935,48.09832,44.56588,17.866926,18.744997,0,0,0,0,0,0,0,0,38.794434,3.0657384
279.57034,266.46262,259.45566,126.10148,0.59481305,1.0379325,-0.78372186,-1.9387479,-0.047301568,-2.2678957,1.3140687,3.1040385,44.50373,11.544196,19.286205,11.334018,0,0,0,0,0,0,0,0,9.09066,2.3197958
466.95468,245.01677,224.31049,20.656368,-0.90162337,-0.20369796,-0.34530962,3.8668623,-0.71477526,2.5258493,2.108124,-1.9739586,94.8203,19.70252,12.401441,5.870712,0,0,0,0,0,0,0,0,12.322718,-2.2944496
383.18668,283.5323,206.5004,160.88692,-0.18129152,1.9926838,-0.8175077,-0.9530189,1.0832396,1.8837752,-2.3878214,-1.9674028,29.42209,31.54307,27.931211,15.18743,0,0,0,0,0,0,0,0,10.994865,0.5423111
501.80414,465.4232,277.04886,139.15059,0.46718347,-0.52646726,0.9983799,0.8935019,2.830964,-1.3845801,1.6658401,-0.653074,9.869274,53.786125,20.215832,19.245007,2,0,0,0,0,0,0,0,85.377365,0.2561413
1073.0367,833.11176,742.9748,313.24875,-0.44796672,0.3133165,-1.6347922,-1.7129663,1.2910603,-1.0373,-2.887956,2.837775,65.18862,170.52893,36.581913,16.662504,0,0,0,0,0,0,0,0,5.598371,0.9553754
87.8132,87.333954,76.14783,62.21765,0.5862533,-1.1249816,-3.0017686,-0.22937825,2.5135052,-1.2724466,-0.13217328,-2.59132,11.6469965,9.6197405,17.036226,10.099384,0,0,0,0,0,0,0,0,6.0337725,-1.5360402
554.6497,385.67334,155.39076,106.2194,-0.7894942,0.78513634,0.9858496,0.2960244,-0.6056166,2.740368,2.012869,2.7278833,39.973812,13.692392,13.350163,9.997074,0,0,0,0,0,0,0,0,22.56612,2.6881115
582.1435,509.3893,433.43274,243.23027,-1.3458204,0.15163329,0.8721592,1.1025219,-1.545423,1.540409,-0.81261796,2.404195,22.171068,44.763786,34.793003,14.206335,0,0,0,0,0,0,0,0,59.791336,1.5507362
100.590256,54.96239,48.63705,41.55299,-0.14334838,-0.34432164,-1.6560214,-0.7307595,2.5393782,0.21481794,-1.7665802,-1.4437573,10.173575,18.30578,12.133522,8.523762,0,0,0,0,0,0,0,0,7.3358054,2.6409612
492.60782,213.67177,202.69641,191.62782,0.36959076,0.51863575,-1.1394062,0.028537286,-1.8627855,-0.21518376,1.9415176,1.2616802,17.148306,11.388969,18.997908,38.655144,0,0,0,0,0,0,0,0,12.901499,-2.7776675
503.91766,332.31146,150.06804,82.97984,-1.3269361,1.4399741,1.4018533,-0.3027958,-2.9763527,0.6167235,-1.2912183,0.013120114,38.073116,57.542606,12.724508,12.194807,0,0,0,0,0,0,0,0,177.48883,0.6412771
201.8837,160.62029,81.99031,66.13361,-0.11446221,1.0698047,0.30603588,1.8142313,-1.6083915,1.4294928,-0.8414842,2.9474154,14.259185,28.233646,13.534277,16.446682,0,0,0,0,0,0,0,0,3.802523,-1.6862513
407.43536,341.86902,313.78992,81.8137,0.2322511,-0.58651495,-0.58266246,-1.548616,0.09167354,2.1599913,-2.1157908,-1.8356463,9.912382,40.876137,32.555115,11.67907,0,0,0,0,0,0,0,0,11.168397,0.11933282
83.179474,58.50765,44.34416,28.994307,1.529215,1.4765824,0.28731647,0.6821087,-2.1659975,1.2976682,0.22405349,3.090662,21.488089,6.7599454,10.431615,10.614089,0,3,0,0,0,0,0,0,8.465557,1.3194455
732.1037,560.42303,312.3331,108.884895,0.53911793,0.9813173,-2.2116978,-0.98147786,2.3528743,-1.4761239,0.48062995,-0.594306,36.31722,10.095885,58.111607,16.193647,0,0,0,0,0,0,0,0,61.47309,0.092861384
665.79816,635.2904,503.30176,386.70184,1.1374952,1.7253166,-1.2680837,-1.3523251,2.6376336,0.46749774,-2.187103,-0.9637782,17.005207,83.51912,73.48956,36.15676,0,0,0,0,0,0,0,0,25.21757,2.6885164
478.40375,338.5896,202.4199,135.9253,-0.4569569,-1.0547489,-0.73728806,0.82620895,1.750508,-1.7746358,0.5949484,-1.094047,31.05735,37.49956,27.442844,15.335419,0,0,0,0,0,0,0,0,11.38091,1.632577
642.15656,577.4079,136.88013,100.26245,-0.78279394,0.6807265,-1.8147998,0.6556267,-0.9127263,2.4472215,1.3939005,-0.9196221,80.20152,39.075405,29.541704,20.27036,0,0,0,2,0,0,0,0,12.60094,0.9123778
989.09106,807.8778,434.48523,259.76508,-0.047188926,-0.17236942,-1.8262498,-0.53193676,0.5780026,-2.8392315,-1.4887538,2.8999078,89.30932,101.243675,26.690773,25.249315,0,0,0,0,0,0,0,0,157.67966,0.49711582
916.9508,370.79382,320.65103,186.69917,-0.6568019,-0.5524742,-0.80100983,-2.7702599,-2.408366,0.20920904,1.1061277,0.9599866,87.19829,27.544418,45.03107,26.11296,0,0,0,0,0,0,0,0,42.318222,-2.5988278
123.25272,103.82534,88.42811,68.27609,0.663912,-2.6855788,0.84339225,1.5416493,0.10680289,2.4157708,-1.5329976,-2.6616597,16.695925,6.4203267,10.763798,10.169372,2,0,0,0,0,0,0,0,10.522726,0.44819856
233.66383,159.74768,84.768974,30.847956,0.1113676,0.9883721,-0.89421684,0.43918034,-3.123359,-0.4593936,0.8099116,2.6860638,21.586002,29.354677,13.072497,3.5385745,0,0,0,0,0,0,0,0,10.307273,2.602447
794.96484,516.4377,435.94693,113.09886,-0.2659716,-0.5752839,0.44468656,-1.2873906,2.1724632,-1.7404159,-0.3885428,-0.45671034,99.253815,94.15205,59.17311,18.478905,0,0,0,0,0,0,0,0,39.59405,2.4079235
253.09306,239.25858,236.33456,83.70076,-2.5737543,1.7122816,-1.9640743,-0.6166397,1.3862516,-2.3153174,-0.41540936,3.138755,20.775492,10.36287,27.648663,7.6375995,0,0,0,0,0,0,0,0,10.752692,0.7617045
633.0116,358.06693,293.94424,213.24133,-0.15630908,-1.5902554,-1.1714984,-1.0704523,-3.033806,0.6476763,0.4274519,-0.6340402,50.854008,10.932981,36.561394,42.47819,0,0,0,0,0,0,0,0,96.79777,-2.998041
278.43805,237.3515,95.37681,90.73415,1.8677282,0.44316265,1.0651304,-0.0739016,-3.0486906,-0.39829436,-0.6503492,1.464047,51.658783,45.026077,9.948938,8.622277,0,0,2,0,0,0,0,0,26.797152,1.8877316
1208.1144,1039.3138,142.68962,26.501192,0.48818773,-0.28905874,0.93549496,-1.8594432,-0.94719887,2.324046,1.4268098,1.1976644,115.27841,93.715,24.707066,3.9853735,0,0,0,0,0,0,0,0,53.906406,2.528068
506.71164,388.15027,263.23398,174.36801,-0.8683398,0.7225346,-0.109180816,-1.0581503,2.6518357,-0.64215654,-0.23555808,-3.0769339,17.846552,19.474445,33.125214,10.389215,0,0,0,0,0,0,0,0,8.4799185,-2.473043
741.9688,373.99216,370.46375,107.87473,0.2355967,1.2240636,-0.82187104,0.9565782,0.6957937,-1.9253235,-2.6112957,0.96525145,111.031715,44.218502,26.834385,15.800337,0,0,0,0,0,0,0,0,33.104984,1.2326843
163.79155,121.7464,111.64616,52.52899,2.2589946,1.761491,2.628638,1.019825,1.0315146,-2.849605,-2.0027277,-0.015472292,10.784527,20.877905,20.60685,7.9521894,0,0,0,0,0,0,0,0,2.9274368,0.54381996
192.09273,155.18126,131.53398,78.604866,-1.7136463,1.5524874,3.1395717,1.2785835,0.86727124,-0.62216574,-2.978294,3.1022177,18.596478,10.1478195,11.639839,18.522274,0,0,0,0,0,0,0,0,8.724086,-1.883407
192.03326,149.40636,91.60943,75.07848,0.1831974,1.7857077,2.5128021,0.9487376,1.215076,-2.0688374,-2.0255976,1.3387588,10.088764,21.881376,18.137083,10.01681,0,0,0,0,0,0,0,0,4.708699,0.85138464
351.75732,194.30765,148.59004,146.52809,-0.30622524,0.6432137,-0.77714455,1.5505176,1.8247083,-0.6087112,-3.1147695,-0.6900138,29.629538,20.713684,28.380205,19.383799,0,0,0,0,0,0,0,0,36.193752,-0.6240658
107.18722,86.152695,62.896194,47.64936,-1.2823192,-0.52986085,-2.2891965,-2.8568447,2.066649,1.472906,-1.3745943,-0.73798335,10.056218,10.07212,8.560903,9.670338,0,0,0,0,0,0,0,0,80.130554,-1.456602
157.82828,127.267845,113.31391,47.13597,-2.1695514,-0.41969725,0.48745292,-1.7577711,-1.648094,1.5423429,1.9974657,-1.2429259,28.822369,14.000638,14.317992,10.5947,0,0,0,0,0,0,0,0,6.686615,-2.1014135
370.13895,331.91257,231.63951,158.92403,-0.77008754,0.3359727,-0.03437672,-0.13221432,-0.75392294,2.9797733,1.7870175,1.2481434,41.203842,44.38031,10.482799,11.343557,0,0,0,0,0,0,0,0,31.258574,-2.47266
113.383766,104.903,72.72054,53.47676,-0.9282451,-0.60661095,1.6102406,-1.5388217,2.688391,-2.6581357,-0.81036717,0.41328108,10.274631,10.136622,7.6466837,8.64617,0,0,0,2,0,0,0,0,10.632571,-0.79649687
556.2936,553.37,70.64456,39.187134,-0.6029131,-0.87518406,-1.0199261,-1.4482217,0.11243747,-2.8405576,1.1727335,-2.6043122,83.227875,12.742648,13.094726,10.026121,0,0,0,0,0,0,0,0,23.023031,0.2047439
588.1105,326.71976,70.15699,63.092216,-0.87055576,0.21094657,-0.33954036,-3.8757718,-0.629555,2.557147,-3.1311772,0.90724844,10.921198,44.80267,16.402796,6.715693,0,0,0,0,0,0,0,0,223.24799,2.5878553
107.06925,83.58109,71.36755,18.181105,1.568919,0.608485,-0.105338156,-3.4308255,-0.947291,2.88941,1.8544592,0.28415754,25.021431,14.859084,10.9805975,0.5253512,0,0,0,0,0,0,0,0,6.9899874,0.9315807
137.83359,129.85065,107.27485,98.898384,-1.4827647,0.20480208,-1.4517289,-1.3916531,-2.7787018,-0.30329618,3.064204,0.6714278,19.936628,10.720271,14.922581,15.386241,0,0,0,0,0,0,0,0,9.713993,0.72798544
